,time,source_date,security_identifier,maturity,position,bbg,industry_group
588,2026-01-30 23:00:00.001,2026-01-30,2469B2,2061-02-01,46279.0,BBGF811131,Utilities
589,2026-01-30 23:00:00.001,2026-01-30,8983D4,2038-03-01,23811.0,BBGF551015,Telecommunication Service
590,2026-01-30 23:00:00.001,2026-01-30,2805Z5,2048-10-02,47932.9,BBGF506332,Consumer Staple
591,2026-01-30 23:00:00.001,2026-01-30,3926T2,2029-01-05,28994.0,BBGF256542,Health Car
592,2026-01-30 23:00:00.001,2026-01-30,1047P3,2040-02-02,27887.9,BBGF273416,Consumer Discretionar
593,2026-01-30 23:00:00.001,2026-01-30,6142B6,2078-02-06,37685.9,BBGF405062,Utilities
594,2026-01-30 23:00:00.001,2026-01-30,7219H9,2050-11-06,32333.0,BBGF938656,Materials
595,2026-01-30 23:00:00.001,2026-01-30,8273M4,2033-09-01,19904.0,BBGF663586,Information Technolog
596,2026-01-30 23:00:00.001,2026-01-30,9562M2,2062-08-03,30265.1,BBGF601708,Health Car
597,2026-01-30 23:00:00.001,2026-01-30,1234P9,2078-04-06,48463.8,BBGF966651,Consumer Staple
598,2026-01-30 23:00:00.001,2026-01-30,7408B9,2051-05-05,21592.0,BBGF161629,Telecommunication Service
599,2026-01-30 23:00:00.001,2026-01-30,HTQX7,2039-11-03,28034.9,BBGF428184,Energy
600,2026-01-29 23:00:00.001,2026-01-29,EVQX6,2074-01-01,37613.0,BBGF575853,Industrial
601,2026-01-29 23:00:00.001,2026-01-29,BZQX7,2079-06-04,47270.1,BBGF151934,Telecommunication Service
602,2026-01-29 23:00:00.001,2026-01-29,AXQX7,2060-10-06,46440.9,BBGF820255,Financial
603,2026-01-29 23:00:00.001,2026-01-29,AXBF6,2045-10-01,37877.0,BBGF525523,Financial
604,2026-01-29 23:00:00.001,2026-01-29,CQHN6,2039-11-03,20988.700000000004,BBGF940530,Health Car
605,2026-01-29 23:00:00.001,2026-01-29,CQHN6,2027-02-06,25440.800000000003,BBGF554137,Information Technolog
606,2026-01-29 23:00:00.001,2026-01-29,CQTY7,2027-05-05,26336.0,BBGF105486,Consumer Discretionar
607,2026-01-29 23:00:00.001,2026-01-29,ZYMP7,2064-08-04,47148.9,BBGF239407,Information Technolog
608,2026-01-29 23:00:00.001,2026-01-29,ZYJC7,2058-11-07,31397.800000000003,BBGF973332,Consumer Discretionar
609,2026-01-29 23:00:00.001,2026-01-29,JRHN7,2068-06-02,42915.9,BBGF750308,Information Technolog
610,2026-01-29 23:00:00.001,2026-01-29,JRQX7,2034-05-04,39681.0,BBGF727083,Telecommunication Service
611,2026-01-29 23:00:00.001,2026-01-29,JRLK7,2071-11-05,30604.0,BBGF320184,Industrial
612,2026-01-29 23:00:00.001,2026-01-29,4829A3,2062-08-03,34132.1,BBGF766490,Industrial
613,2026-01-29 23:00:00.001,2026-01-29,5827X9,2075-03-04,39708.8,BBGF449652,Materials
614,2026-01-29 23:00:00.001,2026-01-29,2547H3,2056-10-03,47440.9,BBGF861315,Utilities
615,2026-01-29 23:00:00.001,2026-01-29,6915H2,2053-10-02,45754.0,BBGF742612,Industrial
616,2026-01-29 23:00:00.001,2026-01-29,2156V6,2050-06-01,33286.8,BBGF422710,Industrial
617,2026-01-29 23:00:00.001,2026-01-29,3684K1,2047-07-02,44779.1,BBGF297775,Consumer Staple
618,2026-01-29 23:00:00.001,2026-01-29,3156F5,2050-02-03,22829.1,BBGF389336,Consumer Staple
619,2026-01-29 23:00:00.001,2026-01-29,KLJC7,2066-04-02,37457.0,BBGF887494,Materials
620,2026-01-29 23:00:00.001,2026-01-29,6395R4,2078-04-06,24089.0,BBGF708364,Utilities
621,2026-01-29 23:00:00.001,2026-01-29,4782T5,2055-07-03,30371.700000000004,BBGF189780,Health Car
622,2026-01-29 23:00:00.001,2026-01-29,4518K7,2049-09-03,28924.9,BBGF252617,Consumer Staple
623,2026-01-29 23:00:00.001,2026-01-29,0014T4,2049-09-03,25357.9,BBGF645977,Health Car
624,2026-01-29 23:00:00.001,2026-01-29,1421H4,2043-06-05,35747.8,BBGF897606,Energy
625,2026-01-29 23:00:00.001,2026-01-29,2095N8,2048-10-02,43902.9,BBGF450605,Consumer Staple
626,2026-01-29 23:00:00.001,2026-01-29,3302L7,2048-11-07,28443.9,BBGF989465,Telecommunication Service
627,2026-01-29 23:00:00.001,2026-01-29,3708Q2,2063-01-01,34047.9,BBGF633636,Utilities
628,2026-01-29 23:00:00.001,2026-01-29,4302Z0,2075-07-05,48300.0,BBGF138102,Materials
629,2026-01-29 23:00:00.001,2026-01-29,4342D5,2059-04-01,44364.0,BBGF174460,Energy
630,2026-01-29 23:00:00.001,2026-01-29,4401H0,2065-04-05,42569.9,BBGF464778,Utilities
631,2026-01-29 23:00:00.001,2026-01-29,5935H1,2039-03-07,28615.199999999997,BBGF189930,Telecommunication Service
632,2026-01-29 23:00:00.001,2026-01-29,6122S9,2056-05-07,19490.700000000004,BBGF631089,Utilities
633,2026-01-29 23:00:00.001,2026-01-29,6163L2,2039-11-03,47709.0,BBGF727438,Telecommunication Service
634,2026-01-29 23:00:00.001,2026-01-29,6395S6,2045-07-03,33681.9,BBGF827627,Telecommunication Service
635,2026-01-29 23:00:00.001,2026-01-29,6544H9,2052-02-03,38499.0,BBGF279208,Health Car
636,2026-01-29 23:00:00.001,2026-01-29,7360T3,2037-08-04,34113.0,BBGF254697,Information Technolog
637,2026-01-29 23:00:00.001,2026-01-29,8443M2,2043-01-04,33004.9,BBGF313945,Energy
638,2026-01-29 23:00:00.001,2026-01-29,8852Q4,2051-09-05,25359.800000000003,BBGF331915,Utilities
639,2026-01-29 23:00:00.001,2026-01-29,8913W3,2033-09-01,40437.0,BBGF827952,Consumer Discretionar
640,2026-01-29 23:00:00.001,2026-01-29,9213I6,2044-08-01,20630.0,BBGF308124,Energy
641,2026-01-29 23:00:00.001,2026-01-29,9849S7,2056-10-03,30509.0,BBGF537477,Information Technolog
642,2026-01-29 23:00:00.001,2026-01-29,9915D5,2075-10-04,33262.8,BBGF625830,Energy
643,2026-01-29 23:00:00.001,2026-01-29,0490Q8,2068-07-02,35379.2,BBGF383821,Industrial
644,2026-01-29 23:00:00.001,2026-01-29,1940Y8,2066-04-05,33099.0,BBGF277804,Consumer Discretionar
645,2026-01-29 23:00:00.001,2026-01-29,0385N4,2074-09-05,42259.9,BBGF805703,Information Technolog
646,2026-01-29 23:00:00.001,2026-01-29,4841E8,2059-01-05,26248.0,BBGF139081,Health Car
647,2026-01-29 23:00:00.001,2026-01-29,8868W8,2060-05-06,29348.0,BBGF818216,Utilities
648,2026-01-29 23:00:00.001,2026-01-29,8591U3,2047-07-02,46180.0,BBGF455249,Financial
649,2026-01-29 23:00:00.001,2026-01-29,4895I5,2061-09-05,44859.0,BBGF319930,Information Technolog
650,2026-01-29 23:00:00.001,2026-01-29,0825I9,2035-10-02,35942.0,BBGF905497,Materials
651,2026-01-29 23:00:00.001,2026-01-29,6550F6,2068-03-04,32403.800000000003,BBGF617313,Utilities
652,2026-01-29 23:00:00.001,2026-01-29,7054W3,2037-08-04,23973.0,BBGF314532,Information Technolog
653,2026-01-29 23:00:00.001,2026-01-29,3025L2,2063-07-07,26284.0,BBGF712380,Industrial
654,2026-01-29 23:00:00.001,2026-01-29,7561O6,2053-10-02,49226.8,BBGF619332,Financial
655,2026-01-29 23:00:00.001,2026-01-29,4147M2,2077-06-04,21613.0,BBGF416837,Industrial
656,2026-01-29 23:00:00.001,2026-01-29,7978F7,2048-10-02,25801.9,BBGF389106,Financial
657,2026-01-29 23:00:00.001,2026-01-29,5794P9,2034-07-03,32518.9,BBGF128295,Materials
658,2026-01-29 23:00:00.001,2026-01-29,8819G0,2040-03-01,32132.0,BBGF113807,Utilities
659,2026-01-29 23:00:00.001,2026-01-29,8870N0,2030-06-05,29741.0,BBGF535564,Health Car
660,2026-01-29 23:00:00.001,2026-01-29,2739F8,2067-03-04,21819.9,BBGF257504,Industrial
661,2026-01-29 23:00:00.001,2026-01-29,1597D1,2048-11-07,22138.0,BBGF338067,Industrial
662,2026-01-29 23:00:00.001,2026-01-29,9675E9,2041-02-02,40191.9,BBGF585008,Telecommunication Service
663,2026-01-29 23:00:00.001,2026-01-29,6702H6,2065-06-03,27011.9,BBGF792440,Financial
664,2026-01-29 23:00:00.001,2026-01-29,2745T7,2075-08-01,38649.0,BBGF494540,Consumer Staple
665,2026-01-29 23:00:00.001,2026-01-29,8357D7,2028-01-04,34152.0,BBGF977699,Utilities
666,2026-01-29 23:00:00.001,2026-01-29,7391X4,2050-04-03,39913.8,BBGF617923,Financial
667,2026-01-29 23:00:00.001,2026-01-29,9871M8,2038-10-03,45707.0,BBGF266981,Telecommunication Service
668,2026-01-29 23:00:00.001,2026-01-29,8673X7,2079-02-05,32746.0,BBGF844699,Energy
669,2026-01-29 23:00:00.001,2026-01-29,3082F1,2059-11-05,46845.1,BBGF119870,Financial
670,2026-01-29 23:00:00.001,2026-01-29,9632R6,2035-10-02,19535.0,BBGF303196,Health Car
671,2026-01-29 23:00:00.001,2026-01-29,4923F8,2027-05-05,36194.0,BBGF348683,Utilities
672,2026-01-29 23:00:00.001,2026-01-29,3812D1,2037-08-03,42011.8,BBGF334677,Telecommunication Service
673,2026-01-29 23:00:00.001,2026-01-29,5931Z8,2066-05-05,30050.199999999997,BBGF126790,Energy
674,2026-01-29 23:00:00.001,2026-01-29,9065F2,2045-02-05,21994.1,BBGF743162,Consumer Discretionar
675,2026-01-29 23:00:00.001,2026-01-29,8045R1,2067-01-07,26801.1,BBGF911721,Telecommunication Service
676,2026-01-29 23:00:00.001,2026-01-29,5341K9,2028-01-04,38243.8,BBGF548345,Consumer Discretionar
677,2026-01-29 23:00:00.001,2026-01-29,FPBF6,2067-07-04,25292.9,BBGF849074,Utilities
678,2026-01-29 23:00:00.001,2026-01-29,GUSE7,2058-07-01,47852.9,BBGF587462,Industrial
679,2026-01-29 23:00:00.001,2026-01-29,7154C8,2038-10-03,21203.800000000003,BBGF639773,Telecommunication Service
680,2026-01-29 23:00:00.001,2026-01-29,7314Z1,2045-02-05,28711.299999999996,BBGF930914,Materials
681,2026-01-29 23:00:00.001,2026-01-29,1568P5,2066-05-05,21146.9,BBGF186188,Consumer Discretionar
682,2026-01-29 23:00:00.001,2026-01-29,4096V8,2061-09-03,30587.9,BBGF629036,Health Car
683,2026-01-29 23:00:00.001,2026-01-29,DWHN7,2039-03-07,38980.9,BBGF842129,Materials
684,2026-01-29 23:00:00.001,2026-01-29,DWSE7,2058-07-04,38996.9,BBGF764795,Information Technolog
685,2026-01-29 23:00:00.001,2026-01-29,DWLK7,2053-10-02,38627.9,BBGF890141,Information Technolog
686,2026-01-29 23:00:00.001,2026-01-29,DWDR6,2049-09-06,47510.0,BBGF748249,Energy
687,2026-01-29 23:00:00.001,2026-01-29,5678V3,2048-07-02,33814.9,BBGF130355,Industrial
688,2026-01-29 23:00:00.001,2026-01-29,2469B2,2061-02-01,46174.0,BBGF811131,Utilities
689,2026-01-29 23:00:00.001,2026-01-29,8983D4,2038-03-01,23706.0,BBGF551015,Telecommunication Service
690,2026-01-29 23:00:00.001,2026-01-29,2805Z5,2048-10-02,47822.9,BBGF506332,Consumer Staple
691,2026-01-29 23:00:00.001,2026-01-29,3926T2,2029-01-05,28884.0,BBGF256542,Health Car
692,2026-01-29 23:00:00.001,2026-01-29,1047P3,2040-02-02,27988.0,BBGF273416,Consumer Discretionar
693,2026-01-29 23:00:00.001,2026-01-29,6142B6,2078-02-06,37584.9,BBGF405062,Utilities
694,2026-01-29 23:00:00.001,2026-01-29,7219H9,2050-11-06,32228.0,BBGF938656,Materials
695,2026-01-29 23:00:00.001,2026-01-29,8273M4,2033-09-01,20014.0,BBGF663586,Information Technolog
696,2026-01-29 23:00:00.001,2026-01-29,9562M2,2062-08-03,30385.1,BBGF601708,Health Car
697,2026-01-29 23:00:00.001,2026-01-29,1234P9,2078-04-06,48583.8,BBGF966651,Consumer Staple
698,2026-01-29 23:00:00.001,2026-01-29,7408B9,2051-05-05,21491.0,BBGF161629,Telecommunication Service
699,2026-01-29 23:00:00.001,2026-01-29,HTQX7,2039-11-03,27924.9,BBGF428184,Energy
700,2026-01-28 23:00:00.001,2026-01-28,EVQX6,2074-01-01,37493.0,BBGF575853,Industrial
701,2026-01-28 23:00:00.001,2026-01-28,BZQX7,2079-06-04,47165.1,BBGF151934,Telecommunication Service
702,2026-01-28 23:00:00.001,2026-01-28,AXQX7,2060-10-06,46339.9,BBGF820255,Financial
703,2026-01-28 23:00:00.001,2026-01-28,AXBF6,2045-10-01,37772.0,BBGF525523,Financial
704,2026-01-28 23:00:00.001,2026-01-28,CQHN6,2039-11-03,21089.700000000004,BBGF940530,Health Car
705,2026-01-28 23:00:00.001,2026-01-28,CQHN6,2027-02-06,25540.9,BBGF554137,Information Technolog
706,2026-01-28 23:00:00.001,2026-01-28,CQTY7,2027-05-05,26235.9,BBGF105486,Consumer Discretionar
707,2026-01-28 23:00:00.001,2026-01-28,ZYMP7,2064-08-04,47249.9,BBGF239407,Information Technolog
708,2026-01-28 23:00:00.001,2026-01-28,ZYJC7,2058-11-07,31297.700000000004,BBGF973332,Consumer Discretionar
709,2026-01-28 23:00:00.001,2026-01-28,JRHN7,2068-06-02,42815.8,BBGF750308,Information Technolog
710,2026-01-28 23:00:00.001,2026-01-28,JRQX7,2034-05-04,39571.0,BBGF727083,Telecommunication Service
711,2026-01-28 23:00:00.001,2026-01-28,JRLK7,2071-11-05,30503.0,BBGF320184,Industrial
712,2026-01-28 23:00:00.001,2026-01-28,4829A3,2062-08-03,34242.1,BBGF766490,Industrial
713,2026-01-28 23:00:00.001,2026-01-28,5827X9,2075-03-04,39598.8,BBGF449652,Materials
714,2026-01-28 23:00:00.001,2026-01-28,2547H3,2056-10-03,47320.9,BBGF861315,Utilities
715,2026-01-28 23:00:00.001,2026-01-28,6915H2,2053-10-02,45855.0,BBGF742612,Industrial
716,2026-01-28 23:00:00.001,2026-01-28,2156V6,2050-06-01,33387.8,BBGF422710,Industrial
717,2026-01-28 23:00:00.001,2026-01-28,3684K1,2047-07-02,44679.0,BBGF297775,Consumer Staple
718,2026-01-28 23:00:00.001,2026-01-28,3156F5,2050-02-03,22929.199999999997,BBGF389336,Consumer Staple
719,2026-01-28 23:00:00.001,2026-01-28,KLJC7,2066-04-02,37352.0,BBGF887494,Materials
720,2026-01-28 23:00:00.001,2026-01-28,6395R4,2078-04-06,23969.0,BBGF708364,Utilities
721,2026-01-28 23:00:00.001,2026-01-28,4782T5,2055-07-03,30472.700000000004,BBGF189780,Health Car
722,2026-01-28 23:00:00.001,2026-01-28,4518K7,2049-09-03,29029.9,BBGF252617,Consumer Staple
723,2026-01-28 23:00:00.001,2026-01-28,0014T4,2049-09-03,25252.9,BBGF645977,Health Car
724,2026-01-28 23:00:00.001,2026-01-28,1421H4,2043-06-05,35627.8,BBGF897606,Energy
725,2026-01-28 23:00:00.001,2026-01-28,2095N8,2048-10-02,43801.9,BBGF450605,Consumer Staple
726,2026-01-28 23:00:00.001,2026-01-28,3302L7,2048-11-07,28323.9,BBGF989465,Telecommunication Service
727,2026-01-28 23:00:00.001,2026-01-28,3708Q2,2063-01-01,33927.9,BBGF633636,Utilities
728,2026-01-28 23:00:00.001,2026-01-28,4302Z0,2075-07-05,48180.0,BBGF138102,Materials
729,2026-01-28 23:00:00.001,2026-01-28,4342D5,2059-04-01,44484.0,BBGF174460,Energy
730,2026-01-28 23:00:00.001,2026-01-28,4401H0,2065-04-05,42670.0,BBGF464778,Utilities
731,2026-01-28 23:00:00.001,2026-01-28,5935H1,2039-03-07,28515.1,BBGF189930,Telecommunication Service
732,2026-01-28 23:00:00.001,2026-01-28,6122S9,2056-05-07,19380.700000000004,BBGF631089,Utilities
733,2026-01-28 23:00:00.001,2026-01-28,6163L2,2039-11-03,47604.0,BBGF727438,Telecommunication Service
734,2026-01-28 23:00:00.001,2026-01-28,6395S6,2045-07-03,33782.9,BBGF827627,Telecommunication Service
735,2026-01-28 23:00:00.001,2026-01-28,6544H9,2052-02-03,38389.0,BBGF279208,Health Car
736,2026-01-28 23:00:00.001,2026-01-28,7360T3,2037-08-04,34214.0,BBGF254697,Information Technolog
737,2026-01-28 23:00:00.001,2026-01-28,8443M2,2043-01-04,32899.9,BBGF313945,Energy
738,2026-01-28 23:00:00.001,2026-01-28,8852Q4,2051-09-05,25459.9,BBGF331915,Utilities
739,2026-01-28 23:00:00.001,2026-01-28,8913W3,2033-09-01,40336.9,BBGF827952,Consumer Discretionar
740,2026-01-28 23:00:00.001,2026-01-28,9213I6,2044-08-01,20510.0,BBGF308124,Energy
741,2026-01-28 23:00:00.001,2026-01-28,9849S7,2056-10-03,30614.0,BBGF537477,Information Technolog
742,2026-01-28 23:00:00.001,2026-01-28,9915D5,2075-10-04,33157.8,BBGF625830,Energy
743,2026-01-28 23:00:00.001,2026-01-28,0490Q8,2068-07-02,35259.2,BBGF383821,Industrial
744,2026-01-28 23:00:00.001,2026-01-28,1940Y8,2066-04-05,33200.0,BBGF277804,Consumer Discretionar
745,2026-01-28 23:00:00.001,2026-01-28,0385N4,2074-09-05,42139.9,BBGF805703,Information Technolog
746,2026-01-28 23:00:00.001,2026-01-28,4841E8,2059-01-05,26147.0,BBGF139081,Health Car
747,2026-01-28 23:00:00.001,2026-01-28,8868W8,2060-05-06,29228.0,BBGF818216,Utilities
748,2026-01-28 23:00:00.001,2026-01-28,8591U3,2047-07-02,46281.0,BBGF455249,Financial
749,2026-01-28 23:00:00.001,2026-01-28,4895I5,2061-09-05,44758.9,BBGF319930,Information Technolog
750,2026-01-28 23:00:00.001,2026-01-28,0825I9,2035-10-02,35841.0,BBGF905497,Materials
751,2026-01-28 23:00:00.001,2026-01-28,6550F6,2068-03-04,32503.9,BBGF617313,Utilities
752,2026-01-28 23:00:00.001,2026-01-28,7054W3,2037-08-04,23853.0,BBGF314532,Information Technolog
753,2026-01-28 23:00:00.001,2026-01-28,3025L2,2063-07-07,26384.1,BBGF712380,Industrial
754,2026-01-28 23:00:00.001,2026-01-28,7561O6,2053-10-02,49125.8,BBGF619332,Financial
755,2026-01-28 23:00:00.001,2026-01-28,4147M2,2077-06-04,21512.0,BBGF416837,Industrial
756,2026-01-28 23:00:00.001,2026-01-28,7978F7,2048-10-02,25691.9,BBGF389106,Financial
757,2026-01-28 23:00:00.001,2026-01-28,5794P9,2034-07-03,32398.9,BBGF128295,Materials
758,2026-01-28 23:00:00.001,2026-01-28,8819G0,2040-03-01,32031.0,BBGF113807,Utilities
759,2026-01-28 23:00:00.001,2026-01-28,8870N0,2030-06-05,29621.0,BBGF535564,Health Car
760,2026-01-28 23:00:00.001,2026-01-28,2739F8,2067-03-04,21719.800000000003,BBGF257504,Industrial
761,2026-01-28 23:00:00.001,2026-01-28,1597D1,2048-11-07,22248.0,BBGF338067,Industrial
762,2026-01-28 23:00:00.001,2026-01-28,9675E9,2041-02-02,40090.9,BBGF585008,Telecommunication Service
763,2026-01-28 23:00:00.001,2026-01-28,6702H6,2065-06-03,27112.0,BBGF792440,Financial
764,2026-01-28 23:00:00.001,2026-01-28,2745T7,2075-08-01,38539.0,BBGF494540,Consumer Staple
765,2026-01-28 23:00:00.001,2026-01-28,8357D7,2028-01-04,34252.1,BBGF977699,Utilities
766,2026-01-28 23:00:00.001,2026-01-28,7391X4,2050-04-03,39813.700000000004,BBGF617923,Financial
767,2026-01-28 23:00:00.001,2026-01-28,9871M8,2038-10-03,45606.9,BBGF266981,Telecommunication Service
768,2026-01-28 23:00:00.001,2026-01-28,8673X7,2079-02-05,32636.0,BBGF844699,Energy
769,2026-01-28 23:00:00.001,2026-01-28,3082F1,2059-11-05,46955.1,BBGF119870,Financial
770,2026-01-28 23:00:00.001,2026-01-28,9632R6,2035-10-02,19645.0,BBGF303196,Health Car
771,2026-01-28 23:00:00.001,2026-01-28,4923F8,2027-05-05,36294.1,BBGF348683,Utilities
772,2026-01-28 23:00:00.001,2026-01-28,3812D1,2037-08-03,41891.8,BBGF334677,Telecommunication Service
773,2026-01-28 23:00:00.001,2026-01-28,5931Z8,2066-05-05,29930.199999999997,BBGF126790,Energy
774,2026-01-28 23:00:00.001,2026-01-28,9065F2,2045-02-05,21874.1,BBGF743162,Consumer Discretionar
775,2026-01-28 23:00:00.001,2026-01-28,8045R1,2067-01-07,26696.1,BBGF911721,Telecommunication Service
776,2026-01-28 23:00:00.001,2026-01-28,5341K9,2028-01-04,38363.8,BBGF548345,Consumer Discretionar
777,2026-01-28 23:00:00.001,2026-01-28,FPBF6,2067-07-04,25393.9,BBGF849074,Utilities
778,2026-01-28 23:00:00.001,2026-01-28,GUSE7,2058-07-01,47747.9,BBGF587462,Industrial
779,2026-01-28 23:00:00.001,2026-01-28,7154C8,2038-10-03,21083.800000000003,BBGF639773,Telecommunication Service
780,2026-01-28 23:00:00.001,2026-01-28,7314Z1,2045-02-05,28601.299999999996,BBGF930914,Materials
781,2026-01-28 23:00:00.001,2026-01-28,1568P5,2066-05-05,21046.800000000003,BBGF186188,Consumer Discretionar
782,2026-01-28 23:00:00.001,2026-01-28,4096V8,2061-09-03,30487.800000000003,BBGF629036,Health Car
783,2026-01-28 23:00:00.001,2026-01-28,DWHN7,2039-03-07,38860.9,BBGF842129,Materials
784,2026-01-28 23:00:00.001,2026-01-28,DWSE7,2058-07-04,38896.8,BBGF764795,Information Technolog
785,2026-01-28 23:00:00.001,2026-01-28,DWLK7,2053-10-02,38728.9,BBGF890141,Information Technolog
786,2026-01-28 23:00:00.001,2026-01-28,DWDR6,2049-09-06,47409.9,BBGF748249,Energy
787,2026-01-28 23:00:00.001,2026-01-28,5678V3,2048-07-02,33713.9,BBGF130355,Industrial
788,2026-01-28 23:00:00.001,2026-01-28,2469B2,2061-02-01,46069.0,BBGF811131,Utilities
789,2026-01-28 23:00:00.001,2026-01-28,8983D4,2038-03-01,23586.0,BBGF551015,Telecommunication Service
790,2026-01-28 23:00:00.001,2026-01-28,2805Z5,2048-10-02,47721.9,BBGF506332,Consumer Staple
791,2026-01-28 23:00:00.001,2026-01-28,3926T2,2029-01-05,28774.0,BBGF256542,Health Car
792,2026-01-28 23:00:00.001,2026-01-28,1047P3,2040-02-02,28098.0,BBGF273416,Consumer Discretionar
793,2026-01-28 23:00:00.001,2026-01-28,6142B6,2078-02-06,37689.9,BBGF405062,Utilities
794,2026-01-28 23:00:00.001,2026-01-28,7219H9,2050-11-06,32127.0,BBGF938656,Materials
795,2026-01-28 23:00:00.001,2026-01-28,8273M4,2033-09-01,20119.0,BBGF663586,Information Technolog
796,2026-01-28 23:00:00.001,2026-01-28,9562M2,2062-08-03,30495.1,BBGF601708,Health Car
797,2026-01-28 23:00:00.001,2026-01-28,1234P9,2078-04-06,48688.8,BBGF966651,Consumer Staple
798,2026-01-28 23:00:00.001,2026-01-28,7408B9,2051-05-05,21386.0,BBGF161629,Telecommunication Service
799,2026-01-28 23:00:00.001,2026-01-28,HTQX7,2039-11-03,27804.9,BBGF428184,Energy
800,2026-01-27 23:00:00.001,2026-01-27,EVQX6,2074-01-01,37593.1,BBGF575853,Industrial
801,2026-01-27 23:00:00.001,2026-01-27,BZQX7,2079-06-04,47055.1,BBGF151934,Telecommunication Service
802,2026-01-27 23:00:00.001,2026-01-27,AXQX7,2060-10-06,46239.8,BBGF820255,Financial
803,2026-01-27 23:00:00.001,2026-01-27,AXBF6,2045-10-01,37667.0,BBGF525523,Financial
804,2026-01-27 23:00:00.001,2026-01-27,CQHN6,2039-11-03,20979.700000000004,BBGF940530,Health Car
805,2026-01-27 23:00:00.001,2026-01-27,CQHN6,2027-02-06,25439.9,BBGF554137,Information Technolog
806,2026-01-27 23:00:00.001,2026-01-27,CQTY7,2027-05-05,26355.9,BBGF105486,Consumer Discretionar
807,2026-01-27 23:00:00.001,2026-01-27,ZYMP7,2064-08-04,47139.9,BBGF239407,Information Technolog
808,2026-01-27 23:00:00.001,2026-01-27,ZYJC7,2058-11-07,31196.700000000004,BBGF973332,Consumer Discretionar
809,2026-01-27 23:00:00.001,2026-01-27,JRHN7,2068-06-02,42710.8,BBGF750308,Information Technolog
810,2026-01-27 23:00:00.001,2026-01-27,JRQX7,2034-05-04,39466.0,BBGF727083,Telecommunication Service
811,2026-01-27 23:00:00.001,2026-01-27,JRLK7,2071-11-05,30613.0,BBGF320184,Industrial
812,2026-01-27 23:00:00.001,2026-01-27,4829A3,2062-08-03,34347.1,BBGF766490,Industrial
813,2026-01-27 23:00:00.001,2026-01-27,5827X9,2075-03-04,39493.8,BBGF449652,Materials
814,2026-01-27 23:00:00.001,2026-01-27,2547H3,2056-10-03,47200.9,BBGF861315,Utilities
815,2026-01-27 23:00:00.001,2026-01-27,6915H2,2053-10-02,45754.9,BBGF742612,Industrial
816,2026-01-27 23:00:00.001,2026-01-27,2156V6,2050-06-01,33487.9,BBGF422710,Industrial
817,2026-01-27 23:00:00.001,2026-01-27,3684K1,2047-07-02,44578.9,BBGF297775,Consumer Staple
818,2026-01-27 23:00:00.001,2026-01-27,3156F5,2050-02-03,22828.199999999997,BBGF389336,Consumer Staple
819,2026-01-27 23:00:00.001,2026-01-27,KLJC7,2066-04-02,37457.0,BBGF887494,Materials
820,2026-01-27 23:00:00.001,2026-01-27,6395R4,2078-04-06,24069.1,BBGF708364,Utilities
821,2026-01-27 23:00:00.001,2026-01-27,4782T5,2055-07-03,30362.700000000004,BBGF189780,Health Car
822,2026-01-27 23:00:00.001,2026-01-27,4518K7,2049-09-03,28909.9,BBGF252617,Consumer Staple
823,2026-01-27 23:00:00.001,2026-01-27,0014T4,2049-09-03,25147.9,BBGF645977,Health Car
824,2026-01-27 23:00:00.001,2026-01-27,1421H4,2043-06-05,35737.8,BBGF897606,Energy
825,2026-01-27 23:00:00.001,2026-01-27,2095N8,2048-10-02,43691.9,BBGF450605,Consumer Staple
826,2026-01-27 23:00:00.001,2026-01-27,3302L7,2048-11-07,28443.9,BBGF989465,Telecommunication Service
827,2026-01-27 23:00:00.001,2026-01-27,3708Q2,2063-01-01,33827.8,BBGF633636,Utilities
828,2026-01-27 23:00:00.001,2026-01-27,4302Z0,2075-07-05,48079.0,BBGF138102,Materials
829,2026-01-27 23:00:00.001,2026-01-27,4342D5,2059-04-01,44584.1,BBGF174460,Energy
830,2026-01-27 23:00:00.001,2026-01-27,4401H0,2065-04-05,42560.0,BBGF464778,Utilities
831,2026-01-27 23:00:00.001,2026-01-27,5935H1,2039-03-07,28410.1,BBGF189930,Telecommunication Service
832,2026-01-27 23:00:00.001,2026-01-27,6122S9,2056-05-07,19279.700000000004,BBGF631089,Utilities
833,2026-01-27 23:00:00.001,2026-01-27,6163L2,2039-11-03,47714.0,BBGF727438,Telecommunication Service
834,2026-01-27 23:00:00.001,2026-01-27,6395S6,2045-07-03,33892.9,BBGF827627,Telecommunication Service
835,2026-01-27 23:00:00.001,2026-01-27,6544H9,2052-02-03,38279.0,BBGF279208,Health Car
836,2026-01-27 23:00:00.001,2026-01-27,7360T3,2037-08-04,34094.0,BBGF254697,Information Technolog
837,2026-01-27 23:00:00.001,2026-01-27,8443M2,2043-01-04,32799.8,BBGF313945,Energy
838,2026-01-27 23:00:00.001,2026-01-27,8852Q4,2051-09-05,25358.9,BBGF331915,Utilities
839,2026-01-27 23:00:00.001,2026-01-27,8913W3,2033-09-01,40216.9,BBGF827952,Consumer Discretionar
840,2026-01-27 23:00:00.001,2026-01-27,9213I6,2044-08-01,20405.0,BBGF308124,Energy
841,2026-01-27 23:00:00.001,2026-01-27,9849S7,2056-10-03,30715.0,BBGF537477,Information Technolog
842,2026-01-27 23:00:00.001,2026-01-27,9915D5,2075-10-04,33258.8,BBGF625830,Energy
